price,view,sqft_living,sqft_lot,bedrooms,bathrooms
215000.0,NONE,970,7275,2,2
265000.0,NONE,1122,6554,2,2
589950.0,NONE,1670,1350,2,9
440000.0,GOOD,2840,16851,2,5
248000.0,NONE,770,8600,1,2
730000.0,NONE,2040,130680,2,7
425000.0,NONE,3052,12145,3,8
680000.0,NONE,2620,14248,2,8
341500.0,NONE,3120,10400,4,7
395000.0,NONE,1100,3975,1,2
695500.0,FAIR,2510,9180,4,9
308000.0,NONE,1680,8629,2,5
422500.0,NONE,1960,6450,2,6
418000.0,NONE,1040,6900,1,2
385000.0,NONE,1750,9780,4,4
876650.0,NONE,2170,12508,2,11
450000.0,NONE,1639,2710,2,8
418800.0,NONE,2100,9984,3,7
330000.0,NONE,880,1753,1,2
550000.0,NONE,1940,8376,2,5
270000.0,NONE,2490,11650,3,8
978500.0,NONE,2060,7080,2,7
975000.0,AVERAGE,2720,10455,3,8
455000.0,NONE,2180,6850,2,7
220000.0,NONE,840,9000,1,2
490000.0,NONE,2370,12196,2,6
420000.0,NONE,2270,9100,3,7
408500.0,NONE,2720,7043,3,8
716000.0,NONE,1140,4800,2,4
965000.0,NONE,2460,5000,3,8
357823.0,NONE,1240,9196,2,4
425000.0,NONE,1670,9500,2,7
711777.0,NONE,2220,6731,3,5
335000.0,NONE,980,9903,2,2
825000.0,NONE,1890,6938,3,4
210000.0,NONE,1100,6000,1,2
575000.0,NONE,2770,19700,1,5
431500.0,NONE,1370,4866,1,6
475000.0,NONE,1480,13457,2,4
540000.0,NONE,2870,206474,5,10
775000.0,NONE,3820,35016,2,8
635000.0,NONE,1530,2978,2,8
405000.0,NONE,1590,7267,2,7
210000.0,NONE,1520,8600,2,2
880000.0,NONE,2350,4675,3,8
239000.0,NONE,1370,8837,3,6
515000.0,NONE,1540,6100,2,8
215000.0,NONE,1500,5393,3,7
315000.0,NONE,1750,17685,5,6
442500.0,NONE,1800,8303,2,4
311000.0,NONE,1180,55321,1,5
425000.0,NONE,830,6030,1,2
433500.0,NONE,1540,9450,2,5
450000.0,NONE,1610,8296,2,7
675000.0,NONE,1990,10260,2,7
535000.0,NONE,2070,4132,2,8
577000.0,NONE,1760,12874,2,5
480000.0,NONE,1740,8528,2,5
400000.0,NONE,1950,4473,2,4
304000.0,NONE,1280,8184,2,2
355000.0,NONE,1460,7203,2,5
998000.0,NONE,3770,982998,3,11
550000.0,GOOD,2410,8447,3,5
550000.0,GOOD,2410,8447,3,5
210000.0,NONE,1400,7300,2,5
317000.0,NONE,2100,7587,2,8
700000.0,NONE,5360,25800,3,12
265000.0,NONE,1000,9150,2,2
700000.0,NONE,3150,6175,3,12
1020000.0,AVERAGE,4180,17841,4,12
1150000.0,NONE,2840,20242,3,7
460000.0,NONE,2110,35091,3,8
410000.0,NONE,1660,4000,1,4
665000.0,NONE,2160,4400,3,10
600000.0,NONE,2420,7744,3,8
502000.0,NONE,1920,3844,3,5
364950.0,NONE,2310,8030,3,8
680000.0,AVERAGE,2330,4000,2,7
235500.0,NONE,2340,13713,4,8
576000.0,NONE,2590,5756,3,8
405000.0,NONE,1410,1240,1,10
335000.0,NONE,2850,8039,2,9
122000.0,NONE,730,6728,1,2
432000.0,GOOD,1470,6250,2,5
375000.0,NONE,2330,11400,3,7
276000.0,NONE,2460,11250,3,7
450000.0,NONE,2080,111513,2,7
210000.0,NONE,990,8140,1,2
279000.0,NONE,1450,4106,2,8
635000.0,NONE,1340,3900,2,5
350000.0,NONE,2730,7372,2,8
218000.0,NONE,1140,7560,2,2
750000.0,FAIR,1950,6300,3,4
310597.0,NONE,2000,25700,3,5
355000.0,NONE,900,37800,2,2
735000.0,NONE,3390,5211,4,9
155000.0,NONE,720,6000,0,2
354000.0,NONE,940,10368,2,2
415000.0,NONE,1770,10513,2,5
202000.0,NONE,590,833,0,2
580000.0,NONE,1980,1873,2,8
790000.0,NONE,3500,7519,3,8
499900.0,NONE,2100,5112,2,8
525000.0,NONE,2620,98881,3,7
810000.0,NONE,2810,10613,3,8
425000.0,NONE,2290,8773,3,4
241250.0,NONE,1350,7588,2,5
318700.0,NONE,2770,19116,3,8
720000.0,AVERAGE,2530,5000,3,5
291000.0,NONE,1280,10500,2,2
420000.0,NONE,1060,38644,2,5
210000.0,NONE,1000,3554,1,5
645000.0,AVERAGE,3870,11000,2,11
762000.0,NONE,3370,5000,4,6
247500.0,NONE,2290,7765,3,5
282500.0,NONE,1670,7150,2,7
395000.0,NONE,1460,22651,2,5
295000.0,NONE,1770,8235,2,5
235000.0,NONE,820,5100,1,2
770000.0,AVERAGE,1900,6334,2,5
559950.0,NONE,1870,4950,1,6
639000.0,NONE,1840,5419,3,6
314950.0,NONE,1590,8470,2,2
525000.0,NONE,1640,6180,2,2
820000.0,NONE,2160,6272,2,5
521450.0,NONE,1290,5700,2,6
760750.0,NONE,3190,49137,2,8
759600.0,NONE,1540,115434,3,2
346150.0,NONE,2140,7200,2,6
390000.0,NONE,980,3800,1,2
359950.0,NONE,2450,9432,4,7
430000.0,NONE,1360,5120,2,6
960000.0,NONE,4610,11676,3,12
800000.0,AVERAGE,7480,41664,6,25
1010000.0,NONE,2860,5805,2,8
290000.0,NONE,1810,11456,2,6
777000.0,NONE,3610,59677,2,11
526000.0,NONE,1450,4500,1,2
550000.0,NONE,1450,1091,2,12
276000.0,NONE,1820,8750,2,4
325000.0,NONE,2080,6554,2,5
365000.0,NONE,1780,1754,2,8
825050.0,NONE,2860,3680,3,11
690000.0,NONE,2540,9520,2,4
390000.0,NONE,1140,6250,3,2
385000.0,NONE,1320,1297,2,6
619000.0,NONE,2040,7503,2,8
494000.0,NONE,1790,42000,3,7
412450.0,NONE,1910,13505,2,6
580000.0,NONE,1460,2800,2,5
269900.0,NONE,1420,22100,2,4
704300.0,NONE,1790,4080,3,4
267000.0,NONE,1390,6005,2,6
310000.0,NONE,1880,12150,3,5
227064.0,NONE,1570,10824,2,4
925000.0,NONE,2690,7000,2,8
245000.0,AVERAGE,1670,11452,2,5
339888.0,NONE,1040,7490,2,2
439000.0,NONE,1560,7500,3,6
400000.0,NONE,1470,6120,1,2
560000.0,NONE,2070,15002,2,7
703011.0,AVERAGE,1370,5922,1,2
363000.0,NONE,1120,4800,1,2
650000.0,NONE,2640,6240,3,9
299950.0,NONE,1030,9916,2,2
228950.0,NONE,1120,6625,2,2
465000.0,NONE,1730,11700,3,5
725000.0,AVERAGE,2090,9847,2,8
212500.0,NONE,920,14400,2,2
526000.0,NONE,2970,54450,3,7
383000.0,NONE,1720,10031,2,8
244000.0,NONE,1460,4692,2,5
565000.0,NONE,1540,3570,2,4
373000.0,NONE,2850,12714,7,10
300000.0,NONE,1310,9855,2,6
405000.0,NONE,2430,4781,4,8
979000.0,FAIR,1700,14133,2,4
324888.0,NONE,2160,28750,3,5
445000.0,NONE,860,3200,2,4
761000.0,NONE,2050,2020,2,12
435000.0,NONE,1650,4745,3,6
252000.0,NONE,1570,8410,2,7
350000.0,NONE,1660,10150,2,5
875000.0,NONE,1220,8119,2,2
940000.0,NONE,1220,8119,2,2
280000.0,NONE,1780,11342,2,6
450000.0,NONE,2180,4226,2,8
905000.0,NONE,3520,237402,2,8
382450.0,NONE,2220,20531,2,8
246700.0,NONE,1610,13309,2,6
220000.0,NONE,1070,9331,2,4
555750.0,NONE,1060,4880,2,2
262500.0,NONE,1160,8906,2,4
515000.0,NONE,910,4725,1,2
499500.0,NONE,2970,21907,2,8
135000.0,NONE,790,13062,0,2
462500.0,NONE,1540,7290,1,6
937500.0,EXCELLENT,3130,21100,3,8
458000.0,NONE,1470,9570,2,4
845000.0,NONE,3160,7143,3,9
660000.0,NONE,2675,40910,2,7
265000.0,NONE,1340,6783,2,6
599999.0,NONE,3830,6988,8,16
280000.0,NONE,1800,8697,2,8
1060000.0,NONE,2990,189852,2,11
875000.0,NONE,3720,14125,3,10
125000.0,NONE,920,7276,2,2
634800.0,NONE,3280,4904,3,10
269950.0,NONE,1440,9600,3,2
359950.0,NONE,1940,11612,2,7
417000.0,NONE,1590,11454,2,5
389000.0,NONE,1340,4122,1,6
1040000.0,AVERAGE,3770,10893,3,8
698000.0,NONE,2680,11250,5,8
685000.0,NONE,2820,10125,3,8
198500.0,NONE,1520,7137,2,5
350000.0,NONE,2560,5428,3,8
649950.0,NONE,3310,387684,2,8
441000.0,NONE,1540,7200,2,4
462600.0,NONE,1430,11761,2,5
365070.0,NONE,2506,6232,3,8
550000.0,NONE,2250,7500,3,6
470000.0,NONE,2740,9600,4,5
340000.0,NONE,1540,10400,2,5
910000.0,NONE,4190,38912,3,9
405000.0,NONE,1690,8392,3,5
661000.0,AVERAGE,1990,4600,3,7
635000.0,NONE,2410,7069,3,8
282000.0,NONE,1150,6098,1,2
235000.0,NONE,1720,10137,3,5
277500.0,NONE,1260,22100,2,6
346500.0,NONE,2020,8250,4,8
480000.0,NONE,2240,5500,4,7
360000.0,NONE,1930,6508,3,7
245000.0,NONE,1820,6785,2,8
625000.0,NONE,1560,1490,2,12
750500.0,NONE,2170,2440,4,10
525000.0,NONE,1600,9579,2,5
740000.0,NONE,3760,57063,3,12
523000.0,NONE,1240,7735,2,4
292000.0,NONE,1090,4500,2,5
625000.0,AVERAGE,2740,9599,3,8
700000.0,AVERAGE,3110,11727,2,8
399950.0,NONE,1610,1320,2,8
545000.0,NONE,1880,1341,3,12
339999.0,NONE,1740,6369,3,6
545000.0,NONE,1990,5149,2,8
260000.0,NONE,1960,8400,3,5
526000.0,NONE,1680,3420,2,5
701000.0,NONE,2910,8540,3,10
290000.0,NONE,1500,7482,2,7
330600.0,NONE,580,1799,0,2
550500.0,NONE,2540,8280,2,5
430000.0,NONE,950,6426,1,2
260600.0,NONE,810,4560,1,2
825000.0,AVERAGE,4080,7500,4,10
378950.0,NONE,1820,8400,3,6
435000.0,NONE,2650,9065,3,8
631000.0,NONE,1670,1396,2,7
415000.0,NONE,2480,8342,2,8
222000.0,NONE,1240,7560,2,5
245000.0,NONE,1390,8250,2,6
720000.0,NONE,2880,10126,2,8
215000.0,NONE,1060,9954,2,2
579100.0,NONE,1070,2754,1,2
522500.0,NONE,1640,9299,3,5
489000.0,NONE,1510,3000,2,6
240000.0,NONE,1230,2353,2,2
420250.0,NONE,1510,3657,2,6
523000.0,NONE,3180,20870,3,8
628000.0,NONE,2260,6000,3,6
320000.0,NONE,1920,7277,3,8
359950.0,NONE,1980,7800,2,8
232000.0,NONE,1200,8063,1,2
810000.0,AVERAGE,2020,5600,3,7
245000.0,NONE,2010,7561,3,4
273000.0,NONE,1930,8192,2,7
438000.0,NONE,1950,6250,4,2
400000.0,NONE,2110,19600,2,5
340000.0,NONE,1250,4800,2,2
552000.0,NONE,1380,951,1,8
790000.0,NONE,2050,4080,2,5
360000.0,NONE,1800,22000,2,4
235000.0,NONE,1310,15022,2,2
775000.0,NONE,1010,3600,1,2
489200.0,NONE,1850,9600,2,9
341000.0,NONE,1750,8900,2,7
335000.0,NONE,2154,6050,3,8
393500.0,NONE,1230,1441,2,5
360000.0,GOOD,1960,8846,2,6
400800.0,NONE,1070,5750,3,2
585000.0,NONE,1450,5378,2,2
300000.0,NONE,1220,13000,2,2
1050000.0,NONE,2950,4560,3,9
360000.0,NONE,1340,1110,2,4
665900.0,FAIR,2870,5453,3,7
470000.0,NONE,2590,18224,3,2
581000.0,NONE,2090,8164,3,5
527000.0,NONE,3000,8401,5,12
423000.0,NONE,1730,7245,3,5
875000.0,NONE,2850,4416,3,12
410000.0,NONE,1020,6903,2,2
606000.0,NONE,2200,6005,2,8
654000.0,NONE,3240,60840,2,8
150000.0,NONE,490,38500,2,1
373000.0,NONE,2990,6771,2,8
550000.0,NONE,2450,9488,4,6
512500.0,NONE,1900,7604,2,8
360000.0,NONE,2640,7388,3,8
369000.0,NONE,1340,1480,2,6
825000.0,NONE,3220,5262,3,8
255000.0,NONE,930,11475,2,6
270000.0,NONE,2630,8470,4,8
480680.0,NONE,1730,4924,2,8
525000.0,NONE,2120,7725,3,5
291500.0,NONE,880,9238,2,2
305000.0,NONE,1800,13551,3,6
285000.0,NONE,1600,7500,2,5
329500.0,NONE,3290,8000,4,5
379260.0,NONE,1730,7202,2,8
356000.0,NONE,1590,3411,2,8
571900.0,NONE,1710,8947,3,5
271500.0,NONE,1995,18360,2,5
390000.0,NONE,1300,10030,2,5
550000.0,NONE,2720,62310,2,8
755000.0,NONE,1360,2070,1,8
509500.0,NONE,1590,1485,1,8
486700.0,NONE,1200,6278,1,2
527500.0,NONE,1170,3000,1,2
475000.0,NONE,2010,3600,4,8
268000.0,NONE,1880,1793,2,9
562000.0,NONE,3250,50529,2,6
780000.0,NONE,2270,13449,3,8
700000.0,NONE,3680,4400,8,10
710000.0,NONE,1880,3000,2,6
445000.0,NONE,1050,5664,2,2
729000.0,NONE,2250,60548,2,11
384400.0,NONE,1689,1388,2,11
815000.0,NONE,2860,17853,5,10
865000.0,NONE,2710,4069,3,8
514000.0,NONE,1770,7200,2,6
615000.0,NONE,2820,13193,3,9
865000.0,NONE,3400,99170,3,11
755000.0,NONE,3110,6930,3,8
425000.0,NONE,1480,8321,3,2
375000.0,NONE,940,9839,1,2
750000.0,NONE,2680,4548,3,8
722000.0,NONE,3190,5408,3,9
1010000.0,FAIR,1920,4480,2,8
725000.0,NONE,2610,7510,2,8
170000.0,NONE,1040,42180,2,1
845000.0,NONE,2880,35315,3,11
271900.0,NONE,1450,8771,2,6
261500.0,NONE,2460,7800,3,8
619500.0,NONE,2170,5000,2,8
435000.0,NONE,1970,15247,4,7
210000.0,NONE,1000,5454,2,2
489950.0,NONE,1580,4010,2,6
260000.0,NONE,2130,8800,3,4
300000.0,NONE,1370,8499,3,2
530000.0,AVERAGE,2150,14161,3,6
235000.0,NONE,1370,14030,2,5
593500.0,NONE,1370,4000,2,2
562000.0,AVERAGE,3290,80471,2,10
585000.0,NONE,3190,207346,2,6
199500.0,NONE,1690,8901,2,5
544500.0,NONE,1690,3240,4,2
394900.0,NONE,1430,13370,2,2
912000.0,NONE,1980,4095,3,13
260000.0,NONE,1490,8102,2,8
858000.0,AVERAGE,3620,12778,4,10
242150.0,NONE,1490,8544,3,5
220000.0,NONE,1230,7200,2,5
235000.0,NONE,1900,7980,2,6
370000.0,NONE,1530,10300,2,5
450000.0,NONE,2290,44866,2,5
534950.0,NONE,2240,6337,4,4
730000.0,NONE,3470,14271,3,8
465000.0,NONE,3050,32450,3,8
178000.0,NONE,1100,5734,2,2
215000.0,NONE,1610,7140,2,2
300000.0,NONE,1910,15508,2,9
430000.0,AVERAGE,1510,7066,2,6
183000.0,NONE,1280,4366,2,4
585000.0,NONE,1910,1501,2,8
192950.0,NONE,1170,3330,2,2
599000.0,NONE,1550,7713,1,2
326500.0,NONE,1060,7920,2,2
358803.0,NONE,1040,5765,1,2
537000.0,NONE,1550,12920,2,8
156000.0,NONE,920,5889,1,2
219000.0,NONE,1250,8276,2,2
248000.0,AVERAGE,2190,16788,4,5
340000.0,NONE,1340,196020,2,5
899100.0,NONE,2410,15300,4,8
346950.0,NONE,1830,10954,2,5
330000.0,NONE,1850,5775,2,2
325000.0,NONE,1410,8250,2,2
315000.0,NONE,1460,7884,2,5
649950.0,NONE,1500,1375,2,8
316000.0,NONE,1130,7200,2,2
386000.0,NONE,1620,3196,1,8
535000.0,NONE,2330,7280,1,5
600000.0,NONE,1520,1800,2,10
339000.0,NONE,2840,8746,3,8
167000.0,NONE,1520,7456,2,6
430000.0,NONE,1740,4800,2,2
688000.0,NONE,4000,9309,3,14
834500.0,GOOD,2780,6000,2,7
1080000.0,EXCELLENT,3500,8750,3,15
250000.0,NONE,1060,52272,2,2
402500.0,NONE,1290,4000,2,2
432500.0,NONE,2390,6435,2,8
485000.0,NONE,2460,14100,4,5
560000.0,GOOD,2930,22000,3,9
410000.0,NONE,2200,8292,3,7
455000.0,NONE,1870,7344,2,8
459500.0,NONE,2060,8968,3,8
371000.0,NONE,1610,11305,3,5
289500.0,NONE,2120,3400,2,7
395000.0,NONE,1450,1263,2,12
496752.0,NONE,1980,5000,1,2
227000.0,NONE,860,6800,1,2
330000.0,NONE,1460,9261,2,5
480000.0,NONE,2590,8610,4,6
290000.0,NONE,1120,217800,1,2
281000.0,NONE,1340,21336,2,2
705000.0,GOOD,1780,3120,3,4
485000.0,NONE,2820,6611,3,11
622000.0,NONE,1550,1919,2,7
380000.0,GOOD,1600,39848,2,7
561500.0,NONE,1960,6380,2,5
242000.0,NONE,970,9600,2,2
348500.0,NONE,1360,10726,2,4
370000.0,NONE,1360,10726,2,4
752000.0,NONE,3810,6663,5,13
230000.0,NONE,1340,8250,2,5
715000.0,NONE,1990,4977,2,7
240415.0,NONE,1120,10187,2,5
562000.0,NONE,2060,4080,3,5
360000.0,NONE,1170,4080,2,4
659950.0,FAIR,1610,1246,2,8
458500.0,NONE,1890,1599,2,6
259950.0,NONE,1070,649,1,6
366000.0,NONE,1680,6108,2,5
978000.0,NONE,2890,7821,3,9
525000.0,NONE,1360,6120,1,2
926300.0,NONE,1660,4800,2,4
750000.0,NONE,1620,6120,1,2
660000.0,FAIR,960,6263,1,2
305000.0,NONE,1000,7200,3,5
800000.0,NONE,2395,6143,1,8
600000.0,NONE,3050,9440,3,5
435000.0,NONE,1120,88327,1,2
1140000.0,NONE,2960,4296,3,11
318000.0,NONE,1250,1017,2,7
639000.0,NONE,1940,5000,3,6
453000.0,NONE,1750,3900,2,8
800000.0,NONE,2150,9148,3,5
437000.0,NONE,1500,6800,1,5
1150000.0,EXCELLENT,3230,75889,2,9
490000.0,NONE,3000,8645,3,8
499950.0,NONE,1520,7700,3,5
160134.0,NONE,1190,10116,2,4
191000.0,NONE,990,8255,2,2
221000.0,NONE,1250,7280,2,2
352800.0,NONE,2080,6360,3,6
350000.0,NONE,1640,10424,2,8
458000.0,NONE,1550,3000,3,4
359950.0,NONE,1290,189486,2,2
1050000.0,GOOD,3250,5093,2,10
353000.0,NONE,1260,11775,2,5
717550.0,NONE,2840,4468,2,12
450000.0,NONE,1960,6500,2,7
167500.0,NONE,760,3090,2,2
550000.0,NONE,2240,78225,2,5
939000.0,NONE,2240,9684,3,7
700000.0,AVERAGE,1820,15570,2,5
480000.0,GOOD,3370,435600,3,12
501000.0,NONE,1160,4360,2,2
580000.0,NONE,1640,8625,2,7
527550.0,NONE,820,59677,0,1
399000.0,NONE,2800,4687,3,8
240000.0,NONE,1780,5000,2,5
353000.0,NONE,2200,268329,3,9
335000.0,NONE,1480,3132,3,6
475000.0,NONE,2010,2554,2,10
660000.0,NONE,2880,5100,2,6
551000.0,NONE,940,1948,2,2
249950.0,NONE,1620,10530,3,5
1150000.0,NONE,4400,262666,3,11
575000.0,NONE,1530,6743,2,5
1090000.0,EXCELLENT,3460,11350,3,9
515000.0,NONE,2890,7306,3,8
235000.0,NONE,1980,11214,2,4
796000.0,NONE,1980,3243,2,2
450000.0,NONE,1450,2550,1,4
270000.0,NONE,1810,6509,3,8
565000.0,NONE,1610,4108,2,2
680000.0,NONE,1820,3008,0,8
864500.0,NONE,3520,35991,3,8
1150000.0,NONE,3740,18000,3,7
335000.0,NONE,2150,30476,2,7
911000.0,NONE,3526,15958,3,11
425000.0,NONE,1070,6625,1,2
299950.0,NONE,1410,81021,2,2
864000.0,NONE,3190,49658,3,8
425000.0,NONE,1270,6000,1,2
374950.0,NONE,1970,14490,3,4
247000.0,NONE,1640,7630,2,7
475000.0,NONE,1600,7161,2,2
275000.0,NONE,3020,5868,2,8
355000.0,NONE,1350,368517,1,2
285000.0,NONE,1870,22072,3,5
325000.0,NONE,1100,17817,1,2
402000.0,GOOD,2700,9994,2,8
1100000.0,NONE,3700,16857,2,10
375000.0,NONE,2190,9225,3,5
396000.0,NONE,2840,12253,4,9
320000.0,NONE,2610,9077,3,9
610000.0,NONE,2630,5827,2,8
249950.0,NONE,1090,7698,2,4
675000.0,NONE,3090,100835,3,12
448000.0,NONE,1670,7772,1,6
819000.0,NONE,1300,3600,2,2
225000.0,NONE,1700,6031,3,8
790000.0,NONE,2560,982278,1,10
685000.0,NONE,2770,6000,3,8
812000.0,NONE,3240,8338,2,11
705000.0,NONE,2300,6400,1,8
360000.0,NONE,2483,6870,3,10
344000.0,NONE,760,779,0,4
825000.0,NONE,2040,6900,3,4
476500.0,NONE,1200,6120,2,2
379500.0,NONE,960,5096,1,2
620000.0,NONE,2410,35236,2,5
477590.0,NONE,2260,7701,2,11
490000.0,NONE,1910,8190,2,2
470000.0,NONE,1500,5000,2,4
500000.0,NONE,1360,1236,2,7
370000.0,NONE,1320,7341,2,2
790000.0,NONE,1940,4400,1,4
725000.0,NONE,2650,18295,3,8
840000.0,NONE,3040,2800,3,9
390000.0,NONE,1240,11108,2,2
507000.0,NONE,2210,11585,2,7
263500.0,NONE,1540,6273,2,5
369000.0,NONE,1320,1683,2,8
500000.0,NONE,3040,5326,2,8
570000.0,NONE,910,4301,1,2
284000.0,NONE,2040,7145,3,10
415000.0,NONE,980,4108,1,2
197500.0,NONE,980,3090,2,2
925000.0,FAIR,4420,9492,3,13
468000.0,NONE,1570,6300,2,6
355000.0,NONE,1600,5001,2,2
639000.0,NONE,1830,6000,3,5
720000.0,NONE,2820,14250,2,8
381000.0,NONE,1800,6000,2,5
1050000.0,NONE,4380,42769,2,14
670000.0,NONE,2980,3730,2,10
400000.0,NONE,1690,6658,2,2
910000.0,NONE,4040,50479,3,12
294000.0,NONE,1250,9427,2,2
315001.0,NONE,1500,10230,2,5
360000.0,NONE,1630,10723,2,6
520000.0,NONE,1410,2700,2,6
474000.0,NONE,1140,4560,2,2
702000.0,NONE,3280,5876,3,8
728000.0,NONE,3490,87497,3,12
308000.0,NONE,2020,7277,3,8
340000.0,NONE,2270,7917,2,8
306500.0,NONE,1310,10200,1,5
716000.0,NONE,1420,3600,2,6
950000.0,NONE,2980,44431,3,10
673200.0,NONE,4180,8561,4,10
564500.0,NONE,1950,6000,3,7
393000.0,NONE,1790,11801,3,5
425000.0,NONE,1400,5071,4,5
150000.0,NONE,1320,24684,2,2
327000.0,NONE,1620,106722,3,7
444900.0,NONE,3120,7448,3,8
305000.0,NONE,2100,14773,3,8
469000.0,NONE,1370,1194,2,11
525000.0,NONE,1520,7875,2,5
330000.0,NONE,2410,17424,2,8
618000.0,NONE,1260,4080,3,2
295500.0,NONE,2830,7350,3,8
567035.0,NONE,2064,46173,2,6
518000.0,NONE,2640,34870,3,7
303000.0,NONE,1020,9200,1,2
300000.0,NONE,2200,8065,3,8
413107.0,NONE,1420,7520,2,4
400000.0,NONE,1350,3090,2,2
535000.0,NONE,1290,6859,2,2
555000.0,NONE,1680,2600,3,6
312000.0,NONE,2280,6386,2,8
785200.0,NONE,1840,3500,2,7
749000.0,AVERAGE,2040,11850,3,6
285000.0,NONE,1490,10367,2,4
425000.0,NONE,2440,5088,3,8
360000.0,NONE,1930,15540,2,6
260000.0,NONE,1200,6615,2,2
369000.0,NONE,1550,8509,2,6
275000.0,NONE,2180,11132,3,8
407000.0,NONE,1430,1448,2,7
575000.0,NONE,1230,5418,1,5
875000.0,FAIR,2720,4913,1,8
320000.0,NONE,2220,6811,3,4
810000.0,NONE,1520,9041,2,4
274000.0,NONE,1590,7620,2,5
239900.0,NONE,1480,9523,3,5
450000.0,NONE,1860,7808,3,4
263400.0,NONE,1360,60548,3,6
265000.0,NONE,1360,5967,2,2
418000.0,AVERAGE,2360,6250,3,10
390000.0,NONE,2360,5737,2,6
430000.0,NONE,1860,7500,2,6
297000.0,NONE,1280,37373,1,5
195000.0,NONE,720,18000,1,2
554000.0,NONE,3380,108900,2,12
550000.0,NONE,3650,843309,2,6
700000.0,NONE,1640,4590,2,5
300000.0,NONE,1730,177657,3,2
315000.0,NONE,1030,8576,1,2
603000.0,NONE,1790,5250,2,2
530000.0,AVERAGE,840,3400,1,2
397500.0,NONE,1300,8480,2,5
221000.0,NONE,1240,5250,2,2
466000.0,NONE,2170,8050,3,7
197500.0,NONE,1330,5412,2,2
280000.0,NONE,1390,1080,2,10
412000.0,NONE,1240,3873,1,4
454000.0,NONE,880,6731,1,2
540000.0,NONE,2540,228254,3,7
250000.0,NONE,2520,5753,4,4
900000.0,NONE,2510,35691,4,7
245000.0,NONE,2020,7902,4,5
290000.0,NONE,2060,7251,2,5
160000.0,NONE,930,7742,1,2
325000.0,NONE,1060,6050,1,2
185000.0,NONE,670,6750,1,2
477000.0,NONE,1750,4990,2,6
100000.0,NONE,930,7623,1,2
345000.0,NONE,2420,11481,3,8
530000.0,FAIR,2410,14985,3,7
203000.0,NONE,1150,7156,2,2
599000.0,NONE,2480,5000,3,8
370000.0,NONE,1310,6000,3,2
140000.0,NONE,1240,8000,2,2
500000.0,NONE,1150,5100,2,2
527200.0,AVERAGE,1460,4000,2,5
549900.0,NONE,3060,7015,4,9
760000.0,NONE,3520,8095,3,8
319000.0,NONE,960,4400,1,2
362300.0,NONE,2430,15264,2,8
421000.0,GOOD,1930,4505,2,8
690000.0,NONE,1090,4000,2,2
640000.0,NONE,2790,31798,2,8
238000.0,NONE,1650,6900,3,5
789000.0,AVERAGE,3740,39640,2,10
1050000.0,AVERAGE,5310,12741,5,14
302500.0,NONE,1690,4476,2,8
259950.0,NONE,1400,7920,3,5
456000.0,NONE,1440,28516,2,4
369950.0,NONE,1360,3718,2,8
363750.0,NONE,1726,197326,2,5
585000.0,AVERAGE,2220,216493,2,5
268000.0,NONE,1850,6676,2,8
345000.0,NONE,1120,10176,2,2
539000.0,NONE,2340,19850,3,8
851000.0,NONE,3760,9792,4,11
900000.0,AVERAGE,1920,7200,2,8
850000.0,AVERAGE,3230,5000,2,8
390000.0,NONE,1260,6500,2,5
345000.0,NONE,1540,6909,2,5
534500.0,NONE,1700,3150,2,8
643500.0,NONE,3600,3960,5,19
495000.0,NONE,1280,4000,1,5
535000.0,NONE,980,4120,1,2
435000.0,NONE,2190,6578,3,8
305000.0,NONE,2470,1831,3,6
799000.0,NONE,2590,7910,3,8
700000.0,NONE,2580,15031,3,8
467000.0,NONE,1270,1213,2,7
263000.0,NONE,1250,7560,2,2
760000.0,NONE,4660,7157,3,8
293000.0,GOOD,2019,4435,3,8
245000.0,NONE,1490,7929,2,6
181000.0,NONE,1560,10807,1,4
240000.0,NONE,1030,15264,2,2
880000.0,AVERAGE,2560,7961,3,9
285000.0,NONE,1460,6377,2,6
407500.0,NONE,770,6017,1,2
325000.0,NONE,1960,3543,3,8
405000.0,NONE,1900,10454,2,5
291700.0,NONE,1970,4120,2,8
370000.0,GOOD,2490,18525,2,8
270000.0,NONE,1430,8960,2,4
800000.0,NONE,2680,7200,3,8
626500.0,NONE,1610,3210,2,5
1130000.0,FAIR,4300,8406,3,12
399950.0,NONE,3200,7545,3,8
419000.0,NONE,2140,15030,2,5
710000.0,NONE,2090,8064,3,9
650000.0,AVERAGE,1410,4840,2,2
369900.0,NONE,2820,33750,3,8
641000.0,NONE,2770,63118,3,8
403000.0,NONE,1400,6879,2,2
1020000.0,NONE,3620,4000,2,11
865000.0,NONE,2260,13600,3,8
810000.0,GOOD,2150,3588,3,2
316750.0,NONE,1256,1154,2,8
652500.0,NONE,2220,130244,3,7
360000.0,NONE,2850,15240,5,9
208000.0,NONE,700,5100,1,2
898000.0,NONE,3700,63991,3,8
295000.0,NONE,1400,11934,3,5
652500.0,NONE,3130,18253,3,5
560000.0,NONE,2170,5764,3,10
280000.0,NONE,1020,8400,2,2
289950.0,NONE,1760,8584,2,8
397500.0,NONE,1860,44093,2,8
380000.0,NONE,1140,75132,1,2
415900.0,NONE,1670,22703,2,8
475000.0,NONE,1710,8645,1,5
125000.0,NONE,500,7440,0,2
238000.0,NONE,1470,32670,2,2
296000.0,NONE,1370,9750,3,4
