,id,price,date,yr_renovated,yr_built,condition,grade,view,waterfront,zipcode,lat,long,cat_waterfront,cat_view,cat_condition,cat_grade,cat_zipcode
1130,4039100400,515000.0,5/6/2015,,1963,4,5,NONE,NO,98008,47.6191,-122.112,NO,NONE,Good,8 Good,98008
1131,2171400126,269000.0,6/5/2014,,1967,3,4,NONE,NO,98178,47.4945,-122.258,NO,NONE,Average,7 Average,98178
1133,2475201180,303000.0,2/6/2015,,1985,3,4,NONE,N/A,98055,47.4733,-122.189,,NONE,Average,7 Average,98055
1134,4024100951,420000.0,1/5/2015,,1977,3,5,NONE,NO,98155,47.7555,-122.307,NO,NONE,Average,8 Good,98155
1135,6021502830,400000.0,11/10/2014,,1941,3,4,NONE,NO,98117,47.6856,-122.385,NO,NONE,Average,7 Average,98117
1136,7710100083,225000.0,2/4/2015,,1987,5,3,NONE,NO,98022,47.2093,-122.0,NO,NONE,Very Good,6 Low Average,98022
1137,2781270550,219000.0,9/16/2014,,2004,3,3,NONE,NO,98038,47.3496,-122.022,NO,NONE,Average,6 Low Average,98038
1138,200510060,605000.0,12/31/2014,,1989,3,6,4.0,NO,98011,47.7408,-122.216,NO,GOOD,Average,9 Better,98011
1139,9554200105,625000.0,10/14/2014,,1942,5,5,NONE,N/A,98115,47.7,-122.292,,NONE,Very Good,8 Good,98115
1140,3320000810,380000.0,2/24/2015,,1906,3,2,NONE,NO,98144,47.5965,-122.311,NO,NONE,Average,5 Fair,98144
1141,643500060,620000.0,4/24/2015,,1962,4,4,NONE,NO,98007,47.5916,-122.146,NO,NONE,Good,7 Average,98007
1142,2537500140,687500.0,6/27/2014,,1994,3,7,NONE,NO,98075,47.5862,-122.029,NO,NONE,Average,10 Very Good,98075
1143,5112800421,225500.0,7/23/2014,,1962,5,3,NONE,NO,98058,47.4517,-122.082,NO,NONE,Very Good,6 Low Average,98058
1144,3352402236,252500.0,12/15/2014,,1956,5,4,NONE,NO,98178,47.49800000000001,-122.263,NO,NONE,Very Good,7 Average,98178
1145,3905100520,510000.0,10/29/2014,,1994,3,5,NONE,NO,98029,47.5703,-122.004,NO,NONE,Average,8 Good,98029
1146,6332940070,510000.0,5/7/2014,,2003,3,5,NONE,NO,98155,47.7402,-122.317,NO,NONE,Average,8 Good,98155
1148,3797000295,492000.0,3/12/2015,,1927,3,4,NONE,NO,98103,47.6868,-122.349,NO,NONE,Average,7 Average,98103
1149,1775801260,425000.0,3/11/2015,,1977,4,4,NONE,NO,98072,47.7407,-122.097,NO,NONE,Good,7 Average,98072
1151,7137960030,298900.0,3/9/2015,,1994,3,5,NONE,NO,98092,47.3291,-122.17,NO,NONE,Average,8 Good,98092
1152,7880010060,699000.0,4/6/2015,,1987,4,7,NONE,NO,98027,47.4856,-122.069,NO,NONE,Good,10 Very Good,98027
1153,3797001920,310000.0,7/2/2014,,1918,4,3,NONE,NO,98103,47.6846,-122.346,NO,NONE,Good,6 Low Average,98103
1154,3901100055,350000.0,12/22/2014,,1961,3,4,NONE,NO,98033,47.6703,-122.174,NO,NONE,Average,7 Average,98033
1156,1541700240,305000.0,7/29/2014,,2003,3,5,NONE,NO,98031,47.3919,-122.184,NO,NONE,Average,8 Good,98031
1157,6064800710,315000.0,10/2/2014,,2003,3,4,NONE,NO,98118,47.5412,-122.288,NO,NONE,Average,7 Average,98118
1158,1865810060,267500.0,8/12/2014,,1977,5,4,NONE,NO,98042,47.3737,-122.115,NO,NONE,Very Good,7 Average,98042
1160,5415300060,435000.0,8/13/2014,,1987,3,5,NONE,N/A,98034,47.7152,-122.162,,NONE,Average,8 Good,98034
1161,3876100320,482500.0,9/5/2014,,1966,4,5,NONE,N/A,98034,47.7208,-122.182,,NONE,Good,8 Good,98034
1163,3705900238,439995.0,8/28/2014,,1959,4,4,NONE,NO,98133,47.76,-122.34,NO,NONE,Good,7 Average,98133
1164,3876200070,460000.0,5/8/2015,,1967,3,4,NONE,NO,98034,47.7276,-122.181,NO,NONE,Average,7 Average,98034
1165,4388000140,194000.0,7/29/2014,,1971,4,4,NONE,NO,98023,47.3186,-122.373,NO,NONE,Good,7 Average,98023
1166,3523029041,290000.0,10/9/2014,,1943,4,2,4.0,YES,98070,47.4339,-122.512,YES,GOOD,Good,5 Fair,98070
1167,3110800260,274700.0,7/15/2014,,1963,5,4,NONE,NO,98031,47.4142,-122.179,NO,NONE,Very Good,7 Average,98031
1170,8956000350,605000.0,9/3/2014,,2008,3,6,NONE,NO,98027,47.545,-122.015,NO,NONE,Average,9 Better,98027
1171,7853210140,359000.0,3/9/2015,,2004,3,4,NONE,NO,98065,47.5318,-121.85,NO,NONE,Average,7 Average,98065
1173,2767601375,505000.0,8/21/2014,,2002,3,5,NONE,NO,98107,47.6748,-122.385,NO,NONE,Average,8 Good,98107
1174,9465910320,565000.0,7/9/2014,,1990,3,6,NONE,N/A,98072,47.7441,-122.173,,NONE,Average,9 Better,98072
1175,3334000055,585000.0,4/29/2015,,1955,4,4,NONE,NO,98118,47.5569,-122.273,NO,NONE,Good,7 Average,98118
1176,7893800335,328000.0,4/30/2015,,1990,3,4,4.0,N/A,98198,47.4092,-122.33,,GOOD,Average,7 Average,98198
1179,3210950510,535000.0,9/4/2014,,1977,4,4,NONE,NO,98024,47.552,-121.89,NO,NONE,Good,7 Average,98024
1183,7287100135,423000.0,10/1/2014,,1951,3,4,NONE,N/A,98133,47.7654,-122.352,,NONE,Average,7 Average,98133
1184,1023059324,235000.0,6/23/2014,,1968,4,3,NONE,NO,98059,47.4954,-122.164,NO,NONE,Good,6 Low Average,98059
1185,6398000171,545000.0,7/10/2014,,1980,4,5,3.0,NO,98070,47.4025,-122.463,NO,AVERAGE,Good,8 Good,98070
1186,6149700350,343000.0,10/16/2014,,1961,3,4,NONE,NO,98133,47.7298,-122.34,NO,NONE,Average,7 Average,98133
1187,9558020890,334950.0,3/24/2015,,2002,3,5,NONE,NO,98058,47.4491,-122.12,NO,NONE,Average,8 Good,98058
1188,2624049185,405000.0,9/9/2014,,1956,3,4,NONE,NO,98118,47.5368,-122.267,NO,NONE,Average,7 Average,98118
1189,236400260,220000.0,12/15/2014,,1959,3,4,NONE,NO,98188,47.4325,-122.291,NO,NONE,Average,7 Average,98188
1190,3826000560,173000.0,10/2/2014,,1947,3,3,NONE,NO,98168,47.4942,-122.304,NO,NONE,Average,6 Low Average,98168
1191,7011201245,655000.0,11/7/2014,,1906,3,4,NONE,NO,98119,47.6368,-122.37,NO,NONE,Average,7 Average,98119
1192,9222400510,406000.0,1/7/2015,,1924,3,3,NONE,N/A,98115,47.6749,-122.323,,NONE,Average,6 Low Average,98115
1193,9455200570,632000.0,12/17/2014,,1961,3,4,NONE,NO,98125,47.7021,-122.287,NO,NONE,Average,7 Average,98125
1194,2112700030,357000.0,11/26/2014,,1990,3,4,NONE,NO,98106,47.533,-122.354,NO,NONE,Average,7 Average,98106
1195,8658300260,361000.0,12/9/2014,,1964,3,4,NONE,NO,98014,47.6503,-121.908,NO,NONE,Average,7 Average,98014
1196,3996900160,277000.0,7/8/2014,,1948,3,3,NONE,NO,98155,47.7458,-122.298,NO,NONE,Average,6 Low Average,98155
1197,5561400340,630000.0,6/5/2014,,1980,4,7,NONE,NO,98027,47.4599,-122.0,NO,NONE,Good,10 Very Good,98027
1198,11900140,254000.0,5/9/2014,,2003,3,5,NONE,NO,98042,47.3755,-122.136,NO,NONE,Average,8 Good,98042
1199,6071600340,472800.0,11/13/2014,,1961,3,5,NONE,NO,98006,47.5497,-122.172,NO,NONE,Average,8 Good,98006
1200,1231000510,263000.0,9/22/2014,,1913,3,3,NONE,NO,98118,47.5554,-122.27,NO,NONE,Average,6 Low Average,98118
1201,1231000510,510000.0,5/4/2015,,1913,3,3,NONE,NO,98118,47.5554,-122.27,NO,NONE,Average,6 Low Average,98118
1202,7683800192,179950.0,11/7/2014,,1952,4,4,NONE,NO,98003,47.3335,-122.305,NO,NONE,Good,7 Average,98003
1203,4123400340,525000.0,12/3/2014,,1973,3,5,NONE,NO,98027,47.569,-122.086,NO,NONE,Average,8 Good,98027
1204,5458300685,479000.0,5/20/2014,,2008,3,5,NONE,NO,98109,47.6277,-122.345,NO,NONE,Average,8 Good,98109
1205,194000505,651000.0,9/4/2014,,1940,5,4,3.0,NO,98116,47.5664,-122.389,NO,AVERAGE,Very Good,7 Average,98116
1207,3971700560,392400.0,4/21/2015,1970.0,1942,3,4,NONE,NO,98155,47.7733,-122.318,NO,NONE,Average,7 Average,98155
1208,8585400135,585000.0,11/5/2014,,1950,4,4,NONE,NO,98115,47.679,-122.288,NO,NONE,Good,7 Average,98115
1209,8691500990,460000.0,12/12/2014,,2004,3,4,NONE,NO,98058,47.4394,-122.114,NO,NONE,Average,7 Average,98058
1210,2770606685,470000.0,8/13/2014,,1951,3,4,NONE,NO,98199,47.6584,-122.391,NO,NONE,Average,7 Average,98199
1211,8856971000,245000.0,4/6/2015,,2003,3,4,NONE,NO,98038,47.386,-122.036,NO,NONE,Average,7 Average,98038
1212,1026049082,500000.0,11/25/2014,,1978,4,5,NONE,NO,98155,47.7484,-122.291,NO,NONE,Good,8 Good,98155
1213,2095800400,455000.0,11/13/2014,,1989,3,5,NONE,NO,98011,47.7498,-122.184,NO,NONE,Average,8 Good,98011
1214,7852030240,485500.0,4/8/2015,,1999,3,4,NONE,NO,98065,47.532,-121.88,NO,NONE,Average,7 Average,98065
1216,3751600030,100000.0,7/17/2014,,1978,3,4,NONE,NO,98001,47.2997,-122.269,NO,NONE,Average,7 Average,98001
1217,4046500510,307000.0,9/5/2014,,1982,3,4,NONE,NO,98014,47.6927,-121.913,NO,NONE,Average,7 Average,98014
1218,8029520240,475000.0,10/10/2014,,1994,3,7,NONE,NO,98023,47.3076,-122.396,NO,NONE,Average,10 Very Good,98023
1219,7016310030,330000.0,2/19/2015,,1972,3,4,NONE,NO,98011,47.7419,-122.181,NO,NONE,Average,7 Average,98011
1220,1238500451,130000.0,2/9/2015,,1960,4,4,NONE,NO,98033,47.683,-122.176,NO,NONE,Good,7 Average,98033
1221,4401150070,320000.0,6/23/2014,,1998,3,5,NONE,NO,98001,47.3557,-122.278,NO,NONE,Average,8 Good,98001
1223,2636900126,365000.0,3/12/2015,,1972,3,4,NONE,NO,98155,47.7757,-122.303,NO,NONE,Average,7 Average,98155
1224,1842900030,234000.0,4/16/2015,,1968,4,4,NONE,NO,98042,47.3434,-122.082,NO,NONE,Good,7 Average,98042
1225,1761300310,211000.0,8/27/2014,,1970,3,4,NONE,N/A,98031,47.3947,-122.174,,NONE,Average,7 Average,98031
1226,5249800729,680000.0,3/30/2015,,1969,3,5,3.0,NO,98118,47.562,-122.279,NO,AVERAGE,Average,8 Good,98118
1227,5104511600,457000.0,11/12/2014,,2002,3,5,NONE,NO,98038,47.3544,-122.013,NO,NONE,Average,8 Good,98038
1228,8663370060,349000.0,10/9/2014,,1989,3,4,NONE,NO,98034,47.7192,-122.176,NO,NONE,Average,7 Average,98034
1229,613400030,360000.0,10/24/2014,,1979,3,4,NONE,NO,98108,47.5413,-122.299,NO,NONE,Average,7 Average,98108
1230,6004510240,350000.0,4/14/2015,,1998,3,5,NONE,NO,98042,47.351000000000006,-122.146,NO,NONE,Average,8 Good,98042
1231,1450100070,208000.0,4/30/2015,,1960,5,3,NONE,NO,98002,47.2898,-122.221,NO,NONE,Very Good,6 Low Average,98002
1232,6117501820,250275.0,6/18/2014,,1942,4,3,NONE,NO,98166,47.4413,-122.349,NO,NONE,Good,6 Low Average,98166
1233,6117501820,435000.0,4/28/2015,,1942,4,3,NONE,NO,98166,47.4413,-122.349,NO,NONE,Good,6 Low Average,98166
1234,5420300240,270000.0,12/5/2014,,1984,3,3,NONE,NO,98030,47.3766,-122.184,NO,NONE,Average,6 Low Average,98030
1235,4140900140,438000.0,5/27/2014,,1961,4,4,NONE,NO,98028,47.7629,-122.268,NO,NONE,Good,7 Average,98028
1236,1630700135,659000.0,11/19/2014,1984.0,1938,3,5,NONE,NO,98072,47.7553,-122.092,NO,NONE,Average,8 Good,98072
1237,5166700055,645000.0,5/4/2015,,1974,4,4,NONE,NO,98126,47.5559,-122.379,NO,NONE,Good,7 Average,98126
1238,3224600310,685100.0,10/30/2014,,1999,3,6,NONE,NO,98074,47.6085,-122.017,NO,NONE,Average,9 Better,98074
1239,7227802030,350000.0,6/23/2014,,1963,3,4,3.0,NO,98056,47.5102,-122.183,NO,AVERAGE,Average,7 Average,98056
1240,226059078,375000.0,2/27/2015,,1955,3,3,NONE,N/A,98072,47.7694,-122.124,,NONE,Average,6 Low Average,98072
1241,1796100140,170000.0,7/15/2014,,1966,2,4,NONE,NO,98092,47.3099,-122.09,NO,NONE,Fair,7 Average,98092
1243,8658300510,410500.0,4/19/2015,,2008,3,5,NONE,NO,98014,47.6492,-121.908,NO,NONE,Average,8 Good,98014
1246,8682281170,449000.0,11/13/2014,,2005,3,5,NONE,NO,98053,47.7073,-122.012,NO,NONE,Average,8 Good,98053
1247,472000055,546000.0,5/14/2014,,1921,4,4,NONE,N/A,98117,47.6859,-122.399,,NONE,Good,7 Average,98117
1248,2473400570,317000.0,5/16/2014,,1977,5,4,NONE,NO,98058,47.4528,-122.163,NO,NONE,Very Good,7 Average,98058
1249,3449500135,276900.0,6/25/2014,,1958,4,4,NONE,NO,98056,47.5074,-122.175,NO,NONE,Good,7 Average,98056
1250,1926049355,399000.0,10/28/2014,,1965,3,5,NONE,NO,98133,47.7338,-122.352,NO,NONE,Average,8 Good,98133
1251,8650000070,495000.0,8/8/2014,,1976,4,5,NONE,NO,98027,47.5196,-122.049,NO,NONE,Good,8 Good,98027
1252,8732131200,258000.0,8/8/2014,,1978,4,5,NONE,NO,98023,47.3077,-122.381,NO,NONE,Good,8 Good,98023
1253,1624079051,600000.0,7/10/2014,1989.0,1912,4,4,NONE,NO,98024,47.5629,-121.918,NO,NONE,Good,7 Average,98024
1254,993001629,265000.0,11/17/2014,,1999,3,5,NONE,NO,98103,47.6914,-122.343,NO,NONE,Average,8 Good,98103
1255,3832711040,321000.0,4/24/2015,,1978,4,4,NONE,NO,98032,47.3661,-122.28,NO,NONE,Good,7 Average,98032
1256,5244801230,682000.0,8/29/2014,,1910,4,4,NONE,NO,98109,47.644,-122.353,NO,NONE,Good,7 Average,98109
1257,2798600240,295700.0,11/14/2014,,2000,3,5,NONE,NO,98092,47.3286,-122.208,NO,NONE,Average,8 Good,98092
1258,5701800030,609000.0,5/6/2014,,1985,3,6,NONE,NO,98052,47.7227,-122.098,NO,NONE,Average,9 Better,98052
1260,3904901200,530000.0,8/18/2014,,1986,4,5,NONE,NO,98029,47.5665,-122.023,NO,NONE,Good,8 Good,98029
1261,4109600055,614000.0,12/29/2014,2004.0,1907,5,5,NONE,NO,98118,47.5506,-122.269,NO,NONE,Very Good,8 Good,98118
1262,3339400349,390000.0,11/24/2014,,1986,3,5,NONE,NO,98092,47.3282,-122.198,NO,NONE,Average,8 Good,98092
1263,7202340370,467000.0,11/10/2014,,2004,3,4,NONE,NO,98053,47.6793,-122.033,NO,NONE,Average,7 Average,98053
1264,9477500060,484000.0,8/13/2014,,1980,3,5,NONE,N/A,98059,47.5116,-122.163,,NONE,Average,8 Good,98059
1265,4310701600,340000.0,11/13/2014,,2003,3,5,NONE,NO,98103,47.6985,-122.34,NO,NONE,Average,8 Good,98103
1266,2215450060,302495.0,12/23/2014,,1994,3,5,NONE,NO,98030,47.3821,-122.207,NO,NONE,Average,8 Good,98030
1267,2919702075,532500.0,9/25/2014,,1927,5,4,NONE,NO,98117,47.6886,-122.361,NO,NONE,Very Good,7 Average,98117
1268,8079030350,441500.0,9/10/2014,,1993,3,5,NONE,NO,98059,47.5093,-122.153,NO,NONE,Average,8 Good,98059
1269,7893804340,470000.0,7/24/2014,,1967,4,4,4.0,NO,98198,47.4132,-122.328,NO,GOOD,Good,7 Average,98198
1271,1822069116,590000.0,12/17/2014,,1996,3,6,NONE,NO,98058,47.3917,-122.084,NO,NONE,Average,9 Better,98058
1272,7276100282,320000.0,7/29/2014,,1942,3,5,NONE,NO,98133,47.7599,-122.343,NO,NONE,Average,8 Good,98133
1273,567000392,363000.0,11/3/2014,,2009,3,5,NONE,NO,98144,47.5926,-122.295,NO,NONE,Average,8 Good,98144
1277,7852180560,403000.0,4/24/2015,,2004,3,4,NONE,NO,98065,47.5305,-121.854,NO,NONE,Average,7 Average,98065
1278,3655400060,445000.0,8/8/2014,,2005,3,4,NONE,NO,98056,47.514,-122.189,NO,NONE,Average,7 Average,98056
1279,7955030060,345000.0,3/26/2015,,1970,4,4,NONE,NO,98072,47.7502,-122.108,NO,NONE,Good,7 Average,98072
1281,6204410200,371025.0,6/16/2014,,1977,3,4,NONE,NO,98011,47.736,-122.199,NO,NONE,Average,7 Average,98011
1282,7625702400,355000.0,7/30/2014,,1916,3,3,NONE,N/A,98136,47.5491,-122.386,,NONE,Average,6 Low Average,98136
1283,5113200310,270000.0,9/9/2014,,1972,4,4,NONE,NO,98058,47.4579,-122.09,NO,NONE,Good,7 Average,98058
1284,7893802800,425000.0,6/5/2014,,1957,4,4,2.0,NO,98198,47.4117,-122.333,NO,FAIR,Good,7 Average,98198
1285,2473003210,364808.0,3/13/2015,,1967,3,5,NONE,NO,98058,47.4524,-122.146,NO,NONE,Average,8 Good,98058
1286,1402600570,320000.0,1/13/2015,,1981,3,5,NONE,NO,98058,47.4394,-122.14,NO,NONE,Average,8 Good,98058
1287,8944460030,325000.0,10/14/2014,,2006,3,6,NONE,NO,98030,47.3831,-122.185,NO,NONE,Average,9 Better,98030
1288,2473480560,350000.0,9/4/2014,,1984,3,5,NONE,NO,98058,47.4459,-122.124,NO,NONE,Average,8 Good,98058
1289,3365900465,170000.0,2/19/2015,,1947,3,3,NONE,NO,98168,47.4738,-122.263,NO,NONE,Average,6 Low Average,98168
1290,5341600030,255000.0,5/9/2014,,1984,4,3,NONE,NO,98070,47.3356,-122.502,NO,NONE,Good,6 Low Average,98070
1291,6073500160,550000.0,12/10/2014,,1947,3,4,NONE,NO,98117,47.6973,-122.389,NO,NONE,Average,7 Average,98117
1293,9393700140,420000.0,3/10/2015,,1946,4,3,NONE,NO,98116,47.5588,-122.392,NO,NONE,Good,6 Low Average,98116
1295,2492200435,389250.0,6/6/2014,,1956,3,4,NONE,NO,98126,47.5344,-122.381,NO,NONE,Average,7 Average,98126
1297,8648220260,284000.0,3/24/2015,,1988,3,4,NONE,NO,98042,47.3594,-122.076,NO,NONE,Average,7 Average,98042
1298,6392001670,588000.0,6/11/2014,,1950,3,4,NONE,NO,98115,47.6858,-122.286,NO,NONE,Average,7 Average,98115
1299,2026049155,372500.0,3/20/2015,,1963,4,4,NONE,N/A,98133,47.7338,-122.332,,NONE,Good,7 Average,98133
1300,2329800240,285000.0,2/18/2015,,1988,4,4,NONE,N/A,98042,47.3768,-122.117,,NONE,Good,7 Average,98042
1301,3380900125,360000.0,5/27/2014,,1954,3,4,NONE,NO,98177,47.7683,-122.359,NO,NONE,Average,7 Average,98177
1302,1324079041,275000.0,11/18/2014,,1930,4,4,NONE,NO,98024,47.5617,-121.859,NO,NONE,Good,7 Average,98024
1303,8682230550,428000.0,9/16/2014,,2003,3,5,NONE,NO,98053,47.7106,-122.03,NO,NONE,Average,8 Good,98053
1305,2130702075,316000.0,9/26/2014,,1977,4,3,NONE,NO,98019,47.7422,-121.981,NO,NONE,Good,6 Low Average,98019
1306,3260810260,375000.0,5/5/2015,,2000,3,5,NONE,NO,98003,47.3487,-122.304,NO,NONE,Average,8 Good,98003
1307,2878600200,533000.0,5/8/2014,,1967,3,4,NONE,NO,98115,47.6899,-122.321,NO,NONE,Average,7 Average,98115
1308,7298040310,556000.0,5/23/2014,,1991,3,8,NONE,NO,98023,47.2996,-122.342,NO,NONE,Average,11 Excellent,98023
1309,766000240,225000.0,9/15/2014,,1966,3,4,NONE,NO,98042,47.361,-122.116,NO,NONE,Average,7 Average,98042
1310,3459700340,537250.0,10/30/2014,,1978,4,5,NONE,NO,98155,47.7752,-122.285,NO,NONE,Good,8 Good,98155
1311,2473251180,255000.0,12/17/2014,,1967,4,4,NONE,NO,98058,47.4551,-122.154,NO,NONE,Good,7 Average,98058
1312,2407900200,530000.0,4/9/2015,,2006,3,4,NONE,NO,98059,47.479,-122.129,NO,NONE,Average,7 Average,98059
1314,203600140,595000.0,3/24/2015,,1996,3,6,NONE,NO,98014,47.6596,-121.96,NO,NONE,Average,9 Better,98014
1315,4037800140,548000.0,8/14/2014,,1958,4,4,NONE,N/A,98008,47.6115,-122.124,,NONE,Good,7 Average,98008
1316,1683600240,234975.0,3/20/2015,,1980,3,4,NONE,NO,98092,47.3187,-122.182,NO,NONE,Average,7 Average,98092
1317,1962200036,600000.0,8/19/2014,,2005,3,6,NONE,NO,98102,47.6498,-122.321,NO,NONE,Average,9 Better,98102
1318,1775800510,432000.0,3/24/2015,,1967,4,4,NONE,NO,98072,47.743,-122.097,NO,NONE,Good,7 Average,98072
1319,1822350070,455000.0,2/2/2015,,1986,3,4,NONE,N/A,98034,47.7085,-122.217,,NONE,Average,7 Average,98034
1320,7772400160,279950.0,10/24/2014,,1965,3,4,NONE,NO,98155,47.7571,-122.328,NO,NONE,Average,7 Average,98155
1321,273900030,267500.0,10/20/2014,,1963,4,4,NONE,NO,98030,47.3737,-122.216,NO,NONE,Good,7 Average,98030
1322,3323069084,620000.0,9/9/2014,,2000,3,5,NONE,NO,98038,47.4306,-122.049,NO,NONE,Average,8 Good,98038
1323,4337000160,110000.0,1/27/2015,,1943,2,3,NONE,NO,98166,47.4784,-122.335,NO,NONE,Fair,6 Low Average,98166
1324,9126100550,625000.0,5/13/2014,,2009,4,5,NONE,NO,98122,47.607,-122.305,NO,NONE,Good,8 Good,98122
1325,5101405274,389000.0,5/29/2014,,1952,3,4,NONE,NO,98115,47.6999,-122.305,NO,NONE,Average,7 Average,98115
1328,7436500270,567000.0,7/25/2014,,1974,3,5,NONE,NO,98033,47.6737,-122.169,NO,NONE,Average,8 Good,98033
1329,5153200030,515000.0,1/13/2015,,1987,3,5,3.0,NO,98023,47.3361,-122.353,NO,AVERAGE,Average,8 Good,98023
1330,4022900125,605000.0,9/2/2014,,1968,5,5,NONE,NO,98155,47.7761,-122.285,NO,NONE,Very Good,8 Good,98155
1331,7841300505,430000.0,10/27/2014,1994.0,1936,3,4,NONE,NO,98055,47.4744,-122.213,NO,NONE,Average,7 Average,98055
1333,8961990160,567500.0,4/13/2015,,1999,3,5,NONE,NO,98074,47.6036,-122.014,NO,NONE,Average,8 Good,98074
1334,1250202255,647500.0,6/5/2014,,1916,5,4,NONE,NO,98144,47.5873,-122.29,NO,NONE,Very Good,7 Average,98144
1335,7234600796,495000.0,11/26/2014,,1903,4,4,NONE,NO,98122,47.6106,-122.31,NO,NONE,Good,7 Average,98122
1337,5104450070,435000.0,3/9/2015,,1987,4,5,NONE,NO,98058,47.4627,-122.152,NO,NONE,Good,8 Good,98058
1338,9477100060,445950.0,9/9/2014,,1968,5,4,NONE,NO,98034,47.7321,-122.195,NO,NONE,Very Good,7 Average,98034
1341,8731982190,274500.0,6/18/2014,,1969,4,5,NONE,N/A,98023,47.3191,-122.383,,NONE,Good,8 Good,98023
1343,9301300751,464950.0,7/28/2014,,2008,3,5,NONE,NO,98109,47.6384,-122.342,NO,NONE,Average,8 Good,98109
1344,9542100135,620000.0,11/12/2014,,1959,3,5,3.0,NO,98005,47.5904,-122.177,NO,AVERAGE,Average,8 Good,98005
1346,217500135,450000.0,4/21/2015,,1959,3,5,NONE,NO,98133,47.7356,-122.335,NO,NONE,Average,8 Good,98133
1347,3731800055,450000.0,6/5/2014,1986.0,1916,3,4,NONE,NO,98118,47.5529,-122.268,NO,NONE,Average,7 Average,98118
1349,2423059104,360000.0,10/8/2014,,1979,3,4,NONE,NO,98058,47.4674,-122.107,NO,NONE,Average,7 Average,98058
1350,1823039205,585000.0,6/24/2014,,1998,3,5,NONE,NO,98070,47.4815,-122.47,NO,NONE,Average,8 Good,98070
1351,2423020260,461000.0,8/14/2014,,1977,4,4,NONE,NO,98033,47.7011,-122.171,NO,NONE,Good,7 Average,98033
1352,2695600070,345000.0,8/18/2014,,1949,3,4,NONE,NO,98126,47.5315,-122.38,NO,NONE,Average,7 Average,98126
1354,3904940070,643000.0,2/27/2015,,1988,3,5,NONE,NO,98029,47.574,-122.013,NO,NONE,Average,8 Good,98029
1355,1939130070,690000.0,9/29/2014,,1990,3,6,NONE,NO,98074,47.6253,-122.027,NO,NONE,Average,9 Better,98074
1356,5589300370,282000.0,4/1/2015,,1949,3,4,NONE,NO,98155,47.7529,-122.306,NO,NONE,Average,7 Average,98155
1357,3526039116,549000.0,11/18/2014,,1951,4,5,NONE,N/A,98117,47.6925,-122.388,,NONE,Good,8 Good,98117
1360,8100400160,700000.0,4/13/2015,,1984,4,5,NONE,NO,98052,47.6386,-122.11,NO,NONE,Good,8 Good,98052
1362,7222000393,290000.0,7/3/2014,,1967,3,4,NONE,NO,98055,47.4627,-122.213,NO,NONE,Average,7 Average,98055
1363,9407001860,372000.0,5/24/2014,,1979,5,4,NONE,NO,98045,47.4487,-121.772,NO,NONE,Very Good,7 Average,98045
1364,9468200140,450000.0,8/19/2014,,1920,4,4,NONE,NO,98103,47.6795,-122.353,NO,,Good,7 Average,98103
1365,3295950240,303700.0,9/5/2014,,2010,3,5,NONE,NO,98030,47.3668,-122.178,NO,NONE,Average,8 Good,98030
1366,3905000340,672000.0,7/24/2014,,1989,4,6,NONE,N/A,98029,47.5744,-121.993,,NONE,Good,9 Better,98029
1367,3374300070,334000.0,6/23/2014,,1970,3,3,NONE,NO,98034,47.7197,-122.173,NO,NONE,Average,6 Low Average,98034
1368,7812800310,260000.0,6/25/2014,,1944,3,3,NONE,NO,98178,47.4979,-122.241,NO,NONE,Average,6 Low Average,98178
1370,3521069051,330000.0,12/23/2014,,1984,4,5,NONE,NO,98022,47.2624,-122.015,NO,NONE,Good,8 Good,98022
1373,7305300045,320000.0,7/7/2014,,1948,4,3,NONE,NO,98155,47.7552,-122.327,NO,NONE,Good,6 Low Average,98155
1374,922069139,260000.0,4/14/2015,,1920,5,4,NONE,NO,98038,47.407,-122.045,NO,NONE,Very Good,7 Average,98038
1375,84000335,225000.0,6/26/2014,,1945,5,3,NONE,NO,98146,47.4851,-122.338,NO,NONE,Very Good,6 Low Average,98146
1376,9232400055,279200.0,9/17/2014,,1939,3,2,NONE,NO,98117,47.6976,-122.359,NO,NONE,Average,5 Fair,98117
1377,1453600202,520000.0,5/20/2014,2014.0,1942,3,5,NONE,NO,98125,47.726000000000006,-122.296,NO,NONE,Average,8 Good,98125
1378,3904910520,505000.0,6/25/2014,,1987,4,5,NONE,NO,98029,47.5674,-122.017,NO,NONE,Good,8 Good,98029
1379,5469300270,234000.0,5/6/2014,,1975,4,4,NONE,NO,98042,47.375,-122.14,NO,NONE,Good,7 Average,98042
1380,8681660060,503000.0,9/29/2014,,2005,3,6,NONE,NO,98155,47.7728,-122.271,NO,NONE,Average,9 Better,98155
1381,3902300350,606000.0,8/6/2014,,1979,4,5,NONE,NO,98033,47.6925,-122.184,NO,NONE,Good,8 Good,98033
1382,6392003490,433500.0,7/23/2014,,1937,4,4,NONE,NO,98115,47.6839,-122.281,NO,NONE,Good,7 Average,98115
1383,3342700465,250000.0,1/23/2015,,1951,3,5,NONE,NO,98056,47.524,-122.2,NO,NONE,Average,8 Good,98056
1385,616000160,381000.0,12/10/2014,,1959,4,5,NONE,NO,98166,47.415,-122.337,NO,NONE,Good,8 Good,98166
1386,1687000270,267000.0,5/28/2014,,2007,3,5,NONE,NO,98001,47.288,-122.283,NO,NONE,Average,8 Good,98001
