,id,price_x,grade_x,date_x,yr_built_x,yr_renovated_x,floors_1.5,floors_2.0,floors_2.5,floors_3.0,floors_3.5,renovated,price_y,view_x,sqft_living,sqft_lot,bedrooms,bathrooms,price,date_y,yr_renovated_y,yr_built_y,condition,grade_y,view_y,waterfront,zipcode,lat,long,cat_waterfront,cat_view,cat_condition,cat_grade,cat_zipcode
1310,6067900640,391000.0,5,2015-04-20,1977,,0,0,0,0,0,0,391000.0,NONE,1490,9000,2,6,391000.0,4/20/2015,,1977,4,5,NONE,NO,98006,47.5455,-122.184,NO,NONE,Good,8 Good,98006
1311,4279200060,420000.0,5,2014-12-30,2000,,0,1,0,0,0,0,420000.0,NONE,2110,9825,3,8,420000.0,12/30/2014,,2000,3,5,NONE,NO,98059,47.4979,-122.15299999999999,NO,NONE,Average,8 Good,98059
1312,5253300397,415000.0,5,2015-04-09,1956,,0,0,0,0,0,0,415000.0,NONE,1510,16800,2,4,415000.0,4/9/2015,,1956,5,5,NONE,NO,98133,47.75100000000001,-122.338,NO,NONE,Very Good,8 Good,98133
1313,1769600204,350000.0,5,2015-02-25,1946,,0,0,0,0,0,0,350000.0,NONE,1830,9425,2,5,350000.0,2/25/2015,,1946,3,5,NONE,NO,98146,47.5038,-122.37899999999999,NO,NONE,Average,8 Good,98146
1314,1176001195,375000.0,4,2014-06-21,1948,,0,1,0,0,0,0,375000.0,NONE,1230,1820,1,2,375000.0,6/21/2014,,1948,4,4,NONE,NO,98107,47.6684,-122.40100000000001,NO,NONE,Good,7 Average,98107
1315,6071600270,495000.0,5,2014-06-03,1961,,0,0,0,0,0,0,495000.0,NONE,2220,8872,3,7,495000.0,6/3/2014,,1961,4,5,NONE,NO,98006,47.5491,-122.17,NO,NONE,Good,8 Good,98006
1316,1311100520,250000.0,4,2015-04-14,1962,,0,0,0,0,0,0,250000.0,NONE,1730,8400,3,7,250000.0,4/14/2015,,1962,3,4,NONE,NO,98001,47.3386,-122.288,NO,NONE,Average,7 Average,98001
1317,1402200070,365000.0,5,2014-10-13,1968,,0,0,0,0,0,0,365000.0,NONE,1990,21312,3,7,365000.0,10/13/2014,,1968,4,5,NONE,,98058,47.43899999999999,-122.14399999999999,,NONE,Good,8 Good,98058
1318,1419700270,503000.0,4,2014-05-07,1980,,0,0,0,0,0,0,503000.0,NONE,1540,6760,2,9,503000.0,5/7/2014,,1980,5,4,NONE,NO,98034,47.7163,-122.212,NO,NONE,Very Good,7 Average,98034
1319,5126900310,150000.0,3,2015-03-25,1944,,0,0,0,0,0,0,150000.0,NONE,1100,7200,1,2,150000.0,3/25/2015,,1944,4,3,NONE,,98058,47.4752,-122.17200000000001,,NONE,Good,6 Low Average,98058
1320,8816400885,450000.0,4,2014-10-08,1912,,0,0,0,0,0,0,450000.0,NONE,1640,1480,3,5,450000.0,10/8/2014,,1912,4,4,NONE,NO,98105,47.6684,-122.314,NO,NONE,Good,7 Average,98105
1321,5412100550,355000.0,5,2014-12-08,2001,,0,1,0,0,0,0,355000.0,NONE,2590,7213,3,10,355000.0,12/8/2014,,2001,3,5,NONE,NO,98001,47.2609,-122.289,NO,NONE,Average,8 Good,98001
1322,7203000465,245000.0,4,2014-10-18,1972,,0,1,0,0,0,0,245000.0,NONE,1450,9333,2,6,245000.0,10/18/2014,,1972,4,4,NONE,NO,98003,47.346000000000004,-122.315,NO,NONE,Good,7 Average,98003
1323,1862900160,265900.0,4,2014-07-03,1992,,0,0,0,0,0,0,265900.0,NONE,1180,7793,2,6,265900.0,7/3/2014,,1992,4,4,NONE,NO,98031,47.4053,-122.181,NO,NONE,Good,7 Average,98031
1324,984220240,299000.0,4,2014-11-25,1975,,0,0,0,0,0,0,299000.0,NONE,1820,7575,3,8,299000.0,11/25/2014,,1975,3,4,NONE,NO,98058,47.4339,-122.167,NO,NONE,Average,7 Average,98058
1325,1138000160,343000.0,4,2014-09-08,1972,,0,0,0,0,0,0,343000.0,NONE,1120,7250,2,2,343000.0,9/8/2014,,1972,4,4,NONE,NO,98034,47.7143,-122.211,NO,NONE,Good,7 Average,98034
1326,9406520550,307500.0,4,2014-10-27,1994,,0,1,0,0,0,0,307500.0,NONE,1646,7364,2,7,307500.0,10/27/2014,,1994,3,4,NONE,NO,98038,47.3646,-122.037,NO,NONE,Average,7 Average,98038
1327,7214700160,610000.0,5,2014-05-09,1976,,0,0,0,0,0,0,610000.0,NONE,2480,45302,2,10,610000.0,5/9/2014,,1976,4,5,NONE,NO,98077,47.7591,-122.073,NO,NONE,Good,8 Good,98077
1328,1972201820,610000.0,4,2014-10-16,1919,,1,0,0,0,0,0,610000.0,NONE,2130,2620,3,6,610000.0,10/16/2014,,1919,5,4,NONE,NO,98103,47.6515,-122.346,NO,NONE,Very Good,7 Average,98103
1329,9477000060,434500.0,4,2015-03-31,1967,,0,0,0,0,0,0,434500.0,NONE,1650,7965,2,5,434500.0,3/31/2015,,1967,4,4,NONE,NO,98034,47.7335,-122.193,NO,NONE,Good,7 Average,98034
1330,7932000041,602500.0,7,2015-05-12,1979,,0,0,0,0,0,0,602500.0,NONE,3090,47044,1,8,602500.0,5/12/2015,,1979,4,7,NONE,,98058,47.4291,-122.177,,NONE,Good,10 Very Good,98058
1331,1231000520,607010.0,5,2014-11-18,2002,,0,1,0,0,0,0,607010.0,NONE,2180,4000,3,8,607010.0,11/18/2014,,2002,3,5,NONE,NO,98118,47.5553,-122.26899999999999,NO,NONE,Average,8 Good,98118
1332,7522500070,610000.0,4,2015-02-04,1947,,0,0,0,0,0,0,610000.0,NONE,1800,5750,2,2,610000.0,2/4/2015,,1947,3,4,NONE,NO,98117,47.68600000000001,-122.395,NO,NONE,Average,7 Average,98117
1333,5560000070,199990.0,3,2014-07-07,1961,,0,0,0,0,0,0,199990.0,NONE,1100,8560,2,2,199990.0,7/7/2014,,1961,3,3,NONE,NO,98023,47.32899999999999,-122.338,NO,NONE,Average,6 Low Average,98023
1334,1545804460,294000.0,4,2015-04-01,1987,,0,0,0,0,0,0,294000.0,NONE,1530,9362,2,5,294000.0,4/1/2015,,1987,3,4,NONE,NO,98038,47.3643,-122.04899999999999,NO,NONE,Average,7 Average,98038
1335,7853300070,539950.0,4,2014-08-18,2006,,0,1,0,0,0,0,539950.0,NONE,3100,5250,4,10,539950.0,8/18/2014,,2006,3,4,NONE,NO,98065,47.5369,-121.88799999999999,NO,NONE,Average,7 Average,98065
1336,934300140,284950.0,4,2015-03-23,1962,,0,0,0,0,0,0,284950.0,NONE,2000,6778,3,4,284950.0,3/23/2015,,1962,4,4,NONE,NO,98198,47.3708,-122.311,NO,NONE,Good,7 Average,98198
1337,1974200060,525000.0,4,2015-04-24,1967,,0,0,0,0,0,0,525000.0,NONE,2400,10070,3,8,525000.0,4/24/2015,,1967,3,4,NONE,NO,98034,47.7104,-122.24,NO,NONE,Average,7 Average,98034
1338,7300410060,303000.0,5,2015-04-25,1999,,0,1,0,0,0,0,303000.0,NONE,1850,4957,2,8,303000.0,4/25/2015,,1999,3,5,NONE,NO,98092,47.3311,-122.17,NO,NONE,Average,8 Good,98092
1339,7888000390,140000.0,4,2014-06-27,1959,,0,0,0,0,0,0,140000.0,NONE,1060,7473,2,2,140000.0,6/27/2014,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1340,7888000390,140000.0,4,2014-06-27,1959,,0,0,0,0,0,0,140000.0,NONE,1060,7473,2,2,235000.0,4/1/2015,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1341,7888000390,140000.0,4,2014-06-27,1959,,0,0,0,0,0,0,235000.0,NONE,1060,7473,2,2,140000.0,6/27/2014,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1342,7888000390,140000.0,4,2014-06-27,1959,,0,0,0,0,0,0,235000.0,NONE,1060,7473,2,2,235000.0,4/1/2015,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1343,7888000390,235000.0,4,2015-04-01,1959,,0,0,0,0,0,0,140000.0,NONE,1060,7473,2,2,140000.0,6/27/2014,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1344,7888000390,235000.0,4,2015-04-01,1959,,0,0,0,0,0,0,140000.0,NONE,1060,7473,2,2,235000.0,4/1/2015,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1345,7888000390,235000.0,4,2015-04-01,1959,,0,0,0,0,0,0,235000.0,NONE,1060,7473,2,2,140000.0,6/27/2014,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1346,7888000390,235000.0,4,2015-04-01,1959,,0,0,0,0,0,0,235000.0,NONE,1060,7473,2,2,235000.0,4/1/2015,,1959,3,4,NONE,NO,98198,47.3699,-122.309,NO,NONE,Average,7 Average,98198
1347,1529300435,440000.0,4,2014-11-20,1903,,1,0,0,0,0,0,440000.0,NONE,1610,5500,2,2,440000.0,11/20/2014,,1903,3,4,NONE,NO,98103,47.698,-122.351,NO,NONE,Average,7 Average,98103
1348,2960900045,605000.0,4,2014-07-18,1940,,1,0,0,0,0,0,605000.0,NONE,2330,6000,2,5,605000.0,7/18/2014,,1940,4,4,NONE,NO,98126,47.5765,-122.37799999999999,NO,NONE,Good,7 Average,98126
1349,3959400135,380000.0,5,2014-06-02,1950,,0,0,0,0,0,0,380000.0,NONE,1210,4800,1,2,380000.0,6/2/2014,,1950,3,5,NONE,NO,98108,47.5625,-122.316,NO,NONE,Average,8 Good,98108
1350,7972600765,352000.0,4,2014-06-25,1925,,0,0,0,0,0,0,352000.0,NONE,1530,8890,3,2,352000.0,6/25/2014,,1925,3,4,NONE,NO,98106,47.5308,-122.35,NO,NONE,Average,7 Average,98106
1351,7214810550,420000.0,4,2015-04-13,1979,,0,0,0,0,0,0,420000.0,NONE,2270,12000,3,7,420000.0,4/13/2015,,1979,4,4,NONE,NO,98072,47.7559,-122.148,NO,NONE,Good,7 Average,98072
1352,8019200030,300000.0,3,2014-09-26,1933,,1,0,0,0,0,0,300000.0,NONE,1500,14750,2,4,300000.0,9/26/2014,,1933,4,3,NONE,NO,98168,47.495,-122.318,NO,NONE,Good,6 Low Average,98168
1353,3013301525,453500.0,4,2014-10-13,1951,,0,0,0,0,0,0,453500.0,FAIR,1710,4189,1,4,453500.0,10/13/2014,,1951,5,4,2.0,NO,98136,47.5286,-122.383,NO,FAIR,Very Good,7 Average,98136
1354,3303100075,443500.0,5,2014-10-14,1972,,0,0,0,0,0,0,443500.0,NONE,1920,7598,2,6,443500.0,10/14/2014,,1972,4,5,NONE,NO,98177,47.7735,-122.363,NO,NONE,Good,8 Good,98177
1355,2004100075,332000.0,4,2015-03-26,1954,,0,0,0,0,0,0,332000.0,NONE,1150,8138,1,2,332000.0,3/26/2015,,1954,3,4,NONE,NO,98155,47.736999999999995,-122.325,NO,NONE,Average,7 Average,98155
1356,4221270340,655000.0,5,2015-03-27,2004,,0,1,0,0,0,0,655000.0,NONE,2320,4721,2,8,655000.0,3/27/2015,,2004,3,5,NONE,NO,98075,47.591,-122.01700000000001,NO,NONE,Average,8 Good,98075
1357,7177300575,475000.0,4,2014-09-03,1950,,1,0,0,0,0,0,475000.0,NONE,1420,6000,3,2,475000.0,9/3/2014,,1950,3,4,NONE,,98115,47.6844,-122.302,,NONE,Average,7 Average,98115
1358,1471630350,372500.0,4,2014-10-24,1988,,0,0,0,0,0,0,372500.0,NONE,1550,12956,2,5,372500.0,10/24/2014,,1988,3,4,NONE,NO,98045,47.4711,-121.75200000000001,NO,NONE,Average,7 Average,98045
1359,8815400105,500000.0,4,2014-06-03,1945,,0,0,0,0,0,0,500000.0,NONE,1620,4200,2,5,500000.0,6/3/2014,,1945,5,4,NONE,,98115,47.6743,-122.285,,NONE,Very Good,7 Average,98115
1360,3333002440,327500.0,4,2014-06-04,1989,,0,0,0,0,0,0,327500.0,NONE,1070,7140,2,2,327500.0,6/4/2014,,1989,3,4,NONE,NO,98118,47.5427,-122.288,NO,NONE,Average,7 Average,98118
1361,2130702205,390000.0,4,2015-04-06,1913,,0,0,0,0,0,0,390000.0,NONE,1790,7123,2,5,390000.0,4/6/2015,,1913,3,4,NONE,NO,98019,47.7429,-121.98100000000001,NO,NONE,Average,7 Average,98019
1362,2159900060,451101.0,5,2015-01-13,1985,,0,1,0,0,0,0,451101.0,NONE,1510,1962,1,4,451101.0,1/13/2015,,1985,4,5,NONE,,98007,47.6214,-122.15299999999999,,NONE,Good,8 Good,98007
1363,194000575,455000.0,4,2014-10-14,1914,,1,0,0,0,0,0,455000.0,AVERAGE,1340,5800,3,2,455000.0,10/14/2014,,1914,3,4,3.0,NO,98116,47.5658,-122.389,NO,AVERAGE,Average,7 Average,98116
1364,1531000140,650000.0,7,2014-07-01,2004,,0,1,0,0,0,0,650000.0,NONE,3350,46748,3,8,650000.0,7/1/2014,,2004,3,7,NONE,NO,98010,47.3432,-122.025,NO,NONE,Average,10 Very Good,98010
1365,3021059244,249950.0,4,2014-08-14,1968,,0,0,0,0,0,0,249950.0,NONE,1320,10454,2,5,249950.0,8/14/2014,,1968,4,4,NONE,NO,98002,47.2844,-122.21600000000001,NO,NONE,Good,7 Average,98002
1366,925049360,512000.0,3,2015-04-28,1926,,0,0,0,0,0,0,512000.0,NONE,1270,3881,1,6,512000.0,4/28/2015,,1926,4,3,NONE,NO,98105,47.6694,-122.29799999999999,NO,NONE,Good,6 Low Average,98105
1367,4137010240,336000.0,5,2014-07-16,1986,,0,1,0,0,0,0,336000.0,NONE,2820,11625,2,7,336000.0,7/16/2014,,1986,3,5,NONE,NO,98092,47.2621,-122.21799999999999,NO,NONE,Average,8 Good,98092
1368,9368700341,285000.0,3,2014-08-22,1955,,1,0,0,0,0,0,285000.0,NONE,2110,6900,2,6,285000.0,8/22/2014,,1955,5,3,NONE,NO,98178,47.504,-122.26,NO,NONE,Very Good,6 Low Average,98178
1369,3832310350,229900.0,4,2014-10-21,1981,,0,0,0,0,0,0,229900.0,NONE,1100,7224,2,5,229900.0,10/21/2014,,1981,3,4,NONE,NO,98032,47.3717,-122.277,NO,NONE,Average,7 Average,98032
1370,324000350,667500.0,5,2015-04-15,1931,,1,0,0,0,0,0,667500.0,NONE,1920,4000,3,10,667500.0,4/15/2015,,1931,4,5,NONE,NO,98116,47.5718,-122.385,NO,NONE,Good,8 Good,98116
1371,9407101840,378000.0,4,2014-06-20,1978,,0,0,0,0,0,0,378000.0,NONE,1890,12236,3,8,378000.0,6/20/2014,,1978,3,4,NONE,,98045,47.4491,-121.78,,NONE,Average,7 Average,98045
1372,1422300140,454000.0,5,2014-09-05,1991,,0,1,0,0,0,0,454000.0,NONE,2530,43733,2,8,454000.0,9/5/2014,,1991,3,5,NONE,NO,98045,47.46,-121.708,NO,NONE,Average,8 Good,98045
1373,6127011000,537500.0,4,2014-05-08,2005,,0,1,0,0,0,0,537500.0,NONE,2550,4630,3,8,537500.0,5/8/2014,,2005,3,4,NONE,NO,98075,47.5928,-122.00399999999999,NO,NONE,Average,7 Average,98075
1374,2624049117,425000.0,3,2014-09-03,1926,,1,0,0,0,0,0,425000.0,NONE,1550,4160,2,2,425000.0,9/3/2014,,1926,4,3,NONE,,98118,47.5387,-122.265,,NONE,Good,6 Low Average,98118
1375,3295750550,290000.0,4,2014-11-24,1998,,0,0,0,0,0,0,290000.0,NONE,1760,6600,2,6,290000.0,11/24/2014,,1998,3,4,NONE,NO,98030,47.3836,-122.184,NO,NONE,Average,7 Average,98030
1376,7960100260,349500.0,4,2014-07-01,1963,,0,0,0,0,0,0,349500.0,NONE,1270,3600,2,6,349500.0,7/1/2014,,1963,3,4,NONE,NO,98122,47.6099,-122.29700000000001,NO,NONE,Average,7 Average,98122
1377,7625700012,370000.0,4,2014-12-02,2006,,0,1,0,0,0,0,370000.0,NONE,1250,1655,2,9,370000.0,12/2/2014,,2006,3,4,NONE,NO,98136,47.5554,-122.382,NO,NONE,Average,7 Average,98136
1378,5418200295,549500.0,5,2015-03-09,1961,,0,0,0,0,0,0,549500.0,NONE,1620,8438,2,5,549500.0,3/9/2015,,1961,4,5,NONE,NO,98125,47.703,-122.281,NO,NONE,Good,8 Good,98125
1379,7454000295,245000.0,3,2015-01-30,1942,,0,0,0,0,0,0,245000.0,NONE,710,6322,1,2,245000.0,1/30/2015,,1942,3,3,NONE,NO,98126,47.5165,-122.376,NO,NONE,Average,6 Low Average,98126
1380,8100000060,208000.0,4,2014-07-29,1994,,0,0,0,0,0,0,208000.0,NONE,1070,7200,2,5,208000.0,7/29/2014,,1994,3,4,NONE,NO,98010,47.3134,-122.023,NO,NONE,Average,7 Average,98010
1381,1310500550,248000.0,5,2014-12-20,1966,,0,0,0,0,0,0,248000.0,NONE,2320,8760,3,7,248000.0,12/20/2014,,1966,4,5,NONE,NO,98032,47.3627,-122.285,NO,NONE,Good,8 Good,98032
1382,9485950310,610000.0,6,2014-10-03,1984,,1,0,0,0,0,0,610000.0,NONE,5450,37058,3,11,610000.0,10/3/2014,,1984,5,6,NONE,NO,98042,47.351000000000006,-122.087,NO,NONE,Very Good,9 Better,98042
1383,4213910030,550000.0,5,2015-04-01,1999,,0,1,0,0,0,0,550000.0,NONE,1670,5116,3,8,550000.0,4/1/2015,,1999,3,5,NONE,NO,98155,47.7667,-122.33,NO,NONE,Average,8 Good,98155
1384,2143700861,192000.0,3,2014-10-30,1940,,0,0,0,0,0,0,192000.0,NONE,1340,7380,1,5,192000.0,10/30/2014,,1940,3,3,NONE,NO,98055,47.4785,-122.229,NO,NONE,Average,6 Low Average,98055
1385,5016003230,169317.0,4,2015-02-18,1908,,0,0,0,0,0,0,169317.0,AVERAGE,790,4000,1,2,169317.0,2/18/2015,,1908,3,4,3.0,NO,98112,47.6248,-122.301,NO,AVERAGE,Average,7 Average,98112
1386,6414600070,210000.0,3,2014-06-17,1948,,0,0,0,0,0,0,210000.0,NONE,930,7129,0,2,210000.0,6/17/2014,,1948,3,3,NONE,,98133,47.7234,-122.333,,NONE,Average,6 Low Average,98133
1387,8645500160,180500.0,4,2015-01-07,1973,,0,0,0,0,0,0,180500.0,NONE,1540,9800,2,4,180500.0,1/7/2015,,1973,3,4,NONE,NO,98058,47.4676,-122.184,NO,NONE,Average,7 Average,98058
1388,8651520240,540000.0,6,2014-07-28,1984,,0,1,0,0,0,0,540000.0,NONE,1990,29078,3,6,540000.0,7/28/2014,,1984,3,6,NONE,NO,98074,47.6471,-122.057,NO,NONE,Average,9 Better,98074
1389,9408300310,520000.0,6,2014-06-24,1984,,0,0,0,0,0,0,520000.0,NONE,2300,35722,2,5,520000.0,6/24/2014,,1984,3,6,NONE,NO,98072,47.7455,-122.11200000000001,NO,NONE,Average,9 Better,98072
1390,4202400135,177500.0,4,2014-06-26,1968,,0,0,0,0,0,0,177500.0,NONE,1220,6000,2,4,177500.0,6/26/2014,,1968,3,4,NONE,NO,98055,47.4904,-122.22200000000001,NO,NONE,Average,7 Average,98055
1391,7129300935,415000.0,5,2014-11-05,1956,,0,0,0,0,0,0,415000.0,AVERAGE,2380,5650,2,5,415000.0,11/5/2014,,1956,4,5,3.0,NO,98118,47.5119,-122.255,NO,AVERAGE,Good,8 Good,98118
1392,8143000310,495000.0,4,2014-09-09,1968,,0,0,0,0,0,0,495000.0,NONE,2020,7200,3,8,495000.0,9/9/2014,,1968,5,4,NONE,NO,98034,47.7289,-122.20100000000001,NO,NONE,Very Good,7 Average,98034
1393,6082400152,325000.0,5,2015-03-04,1966,,0,0,0,0,0,0,325000.0,NONE,1890,9646,2,7,325000.0,3/4/2015,,1966,3,5,NONE,NO,98168,47.4838,-122.29899999999999,NO,NONE,Average,8 Good,98168
1394,6838000520,440000.0,4,2015-02-20,1985,,0,0,0,0,0,0,440000.0,NONE,1330,4903,1,5,440000.0,2/20/2015,,1985,3,4,NONE,NO,98052,47.6819,-122.161,NO,NONE,Average,7 Average,98052
1395,4023500118,411000.0,4,2014-07-23,1959,,0,0,0,0,0,0,411000.0,NONE,1490,9844,2,5,411000.0,7/23/2014,,1959,4,4,NONE,NO,98155,47.7626,-122.29700000000001,NO,NONE,Good,7 Average,98155
1396,7922800320,561750.0,4,2014-10-16,1962,,0,0,0,0,0,0,561750.0,AVERAGE,2040,8996,4,5,561750.0,10/16/2014,,1962,4,4,3.0,NO,98008,47.588,-122.118,NO,AVERAGE,Good,7 Average,98008
1397,3787000140,450000.0,5,2014-09-01,1985,,0,0,0,0,0,0,450000.0,NONE,1780,9969,2,7,450000.0,9/1/2014,,1985,3,5,NONE,,98034,47.7286,-122.16799999999999,,NONE,Average,8 Good,98034
1398,646910030,238000.0,4,2014-11-04,2004,,0,1,0,0,0,0,238000.0,NONE,1650,2807,2,8,238000.0,11/4/2014,,2004,3,4,NONE,NO,98055,47.4328,-122.196,NO,NONE,Average,7 Average,98055
1399,5515600075,299000.0,4,2014-12-05,1974,,0,0,0,0,0,0,299000.0,NONE,1510,142803,2,2,299000.0,12/5/2014,,1974,3,4,NONE,NO,98001,47.3192,-122.287,NO,NONE,Average,7 Average,98001
1400,1377300135,570000.0,4,2014-10-17,1941,,0,0,0,0,0,0,570000.0,NONE,1100,6240,1,2,570000.0,10/17/2014,,1941,4,4,NONE,NO,98199,47.6446,-122.40299999999999,NO,NONE,Good,7 Average,98199
1401,5469501940,340000.0,5,2014-06-04,1978,,0,1,0,0,0,0,340000.0,NONE,2190,12626,2,5,340000.0,6/4/2014,,1978,4,5,NONE,NO,98042,47.3845,-122.154,NO,NONE,Good,8 Good,98042
1402,9276200890,450000.0,3,2015-04-29,1912,,1,0,0,0,0,0,450000.0,NONE,1760,2275,1,5,450000.0,4/29/2015,,1912,3,3,NONE,,98116,47.5803,-122.39299999999999,,NONE,Average,6 Low Average,98116
1403,6385910260,272750.0,4,2014-09-10,1966,,0,0,0,0,0,0,272750.0,NONE,1800,8786,3,4,272750.0,9/10/2014,,1966,3,4,NONE,NO,98146,47.4982,-122.345,NO,NONE,Average,7 Average,98146
1404,5101402482,520000.0,3,2014-07-24,1949,,0,1,0,0,0,0,520000.0,NONE,2000,6380,3,6,520000.0,7/24/2014,,1949,4,3,NONE,NO,98115,47.6956,-122.303,NO,NONE,Good,6 Low Average,98115
1405,9353300140,284950.0,4,2014-06-18,1960,,0,0,0,0,0,0,284950.0,NONE,990,10723,2,2,284950.0,6/18/2014,,1960,5,4,NONE,NO,98059,47.4887,-122.133,NO,NONE,Very Good,7 Average,98059
1406,5379801600,255000.0,4,2015-04-24,1949,,0,0,0,0,0,0,255000.0,NONE,1480,9660,1,4,255000.0,4/24/2015,,1949,3,4,NONE,NO,98188,47.4577,-122.289,NO,NONE,Average,7 Average,98188
1407,6082400260,231500.0,4,2014-11-12,1941,,0,0,0,0,0,0,231500.0,NONE,1200,9488,1,2,231500.0,11/12/2014,,1941,5,4,NONE,NO,98168,47.4832,-122.29899999999999,NO,NONE,Very Good,7 Average,98168
1408,2025079033,415000.0,5,2014-12-10,1979,,0,0,1,0,0,0,415000.0,AVERAGE,3000,204732,0,6,415000.0,12/10/2014,,1979,3,5,3.0,NO,98014,47.6331,-121.945,NO,AVERAGE,Average,8 Good,98014
1409,6181430800,330000.0,4,2015-01-05,2006,,0,1,0,0,0,0,330000.0,NONE,3504,6000,3,8,330000.0,1/5/2015,,2006,3,4,NONE,NO,98001,47.3012,-122.285,NO,NONE,Average,7 Average,98001
1410,3649100473,365000.0,4,2014-05-28,1963,,0,0,0,0,0,0,365000.0,NONE,1300,12240,2,4,365000.0,5/28/2014,,1963,3,4,NONE,NO,98028,47.736999999999995,-122.243,NO,NONE,Average,7 Average,98028
1411,2011400791,425000.0,4,2014-10-07,1928,2004.0,1,0,0,0,0,1,425000.0,NONE,1330,9188,3,6,425000.0,10/7/2014,2004.0,1928,3,4,NONE,NO,98198,47.401,-122.319,NO,NONE,Average,7 Average,98198
1412,7549802030,400000.0,4,2014-11-04,1958,,0,0,0,0,0,0,400000.0,NONE,1850,6480,3,5,400000.0,11/4/2014,,1958,4,4,NONE,NO,98108,47.5525,-122.31299999999999,NO,NONE,Good,7 Average,98108
1413,1898200030,335000.0,6,2014-09-22,1989,,0,1,0,0,0,0,335000.0,NONE,2240,9701,3,8,335000.0,9/22/2014,,1989,3,6,NONE,NO,98023,47.3086,-122.39200000000001,NO,NONE,Average,9 Better,98023
1414,567000672,342000.0,4,2014-09-30,2003,,0,1,0,0,0,0,342000.0,NONE,1260,1251,2,10,342000.0,9/30/2014,,2003,3,4,NONE,NO,98144,47.5943,-122.296,NO,NONE,Average,7 Average,98144
1415,9126101740,490000.0,5,2014-12-04,1997,,0,1,0,0,0,0,490000.0,NONE,2800,2580,7,18,490000.0,12/4/2014,,1997,3,5,NONE,NO,98122,47.6086,-122.303,NO,NONE,Average,8 Good,98122
1416,5127001600,331500.0,4,2014-11-06,1969,,0,0,0,0,0,0,331500.0,NONE,1820,14319,3,5,331500.0,11/6/2014,,1969,4,4,NONE,NO,98059,47.4757,-122.148,NO,NONE,Good,7 Average,98059
1417,6372000060,662990.0,4,2014-05-23,1926,,1,0,0,0,0,0,662990.0,NONE,1240,3600,2,5,662990.0,5/23/2014,,1926,5,4,NONE,NO,98116,47.5797,-122.405,NO,NONE,Very Good,7 Average,98116
1418,2005300140,220000.0,3,2015-03-30,1959,,1,0,0,0,0,0,220000.0,NONE,2340,10507,3,6,220000.0,3/30/2015,,1959,4,3,NONE,,98030,47.3578,-122.178,,NONE,Good,6 Low Average,98030
1419,5649600435,349950.0,4,2015-01-08,1952,2000.0,0,0,0,0,0,1,349950.0,NONE,1880,4179,4,6,349950.0,1/8/2015,2000.0,1952,3,4,NONE,NO,98118,47.5536,-122.28299999999999,NO,NONE,Average,7 Average,98118
1420,2249500059,550000.0,4,2015-01-07,1922,,0,0,0,0,0,0,550000.0,NONE,1810,2159,2,6,550000.0,1/7/2015,,1922,3,4,NONE,NO,98109,47.6273,-122.345,NO,NONE,Average,7 Average,98109
1421,1773100510,396000.0,3,2014-09-15,1941,,0,0,0,0,0,0,396000.0,NONE,2340,5668,2,5,396000.0,9/15/2014,,1941,4,3,NONE,NO,98106,47.5588,-122.36399999999999,NO,NONE,Good,6 Low Average,98106
1422,9521100960,635000.0,4,2015-01-16,1911,,0,1,0,0,0,0,635000.0,NONE,2820,4000,3,4,635000.0,1/16/2015,,1911,3,4,NONE,NO,98103,47.6638,-122.348,NO,NONE,Average,7 Average,98103
1423,1785500132,293000.0,4,2014-11-18,1940,,0,0,0,0,0,0,293000.0,NONE,1020,7650,2,2,293000.0,11/18/2014,,1940,3,4,NONE,NO,98133,47.7198,-122.352,NO,NONE,Average,7 Average,98133
1424,8645530060,339000.0,4,2014-07-11,1979,,0,0,0,0,0,0,339000.0,NONE,2090,10120,2,7,339000.0,7/11/2014,,1979,4,4,NONE,,98058,47.4654,-122.17399999999999,,NONE,Good,7 Average,98058
1425,7697920060,285000.0,4,2014-06-30,1991,,0,1,0,0,0,0,285000.0,NONE,1830,8734,3,7,285000.0,6/30/2014,,1991,4,4,NONE,NO,98030,47.3679,-122.179,NO,NONE,Good,7 Average,98030
1426,1821059264,224000.0,4,2014-06-26,1959,,0,0,0,0,0,0,224000.0,NONE,1600,9289,3,4,224000.0,6/26/2014,,1959,4,4,NONE,NO,98002,47.3107,-122.212,NO,NONE,Good,7 Average,98002
1427,2320069248,165050.0,4,2014-07-01,1959,,0,0,0,0,0,0,165050.0,NONE,1200,8514,2,2,165050.0,7/1/2014,,1959,3,4,NONE,NO,98022,47.2043,-122.008,NO,NONE,Average,7 Average,98022
